,clean_reviews,class,stars
5771,"Excelente, muy útil.",2,5
5772,Todo muy claro a cuidarse.,1,3
5773,"Muy mala aplicación, mala narración de historia y demasiados bugs, en el tema de los NPC, no tienen lógica en lo que hacen, y encima la calidad gráfica del motor es una unity que es un asco.",0,1
5774,"Es muy pobre la APP con los técnicos que tiene Antel y Salud Publica esperaba algo mejor, pero se puede mejorar. En especial cuando precisas ver tu código para ver tu resultado de la prueba de covid.",0,2
5775,"Tengo un covid positivo en mi casa ,los dos tenemos la aplicación y jamás m habiso siendo que ella dio sus datos en la app para que las personas que ella pudiera tener contacto lo supieran,m mandaron un msj con un código para saber mi resultado,no hay ninguna opción en la app que permita poner el código sigo sin saber cuál es x que los números de teléfonoono que dan ,según dicen cuando llamas no son para dar resultados,todo fuera de control en una palabra no sirve para nada No sé cómo hace",0,1
5776,Una porquería la aplicación. Parece que la hizo un programador junior. Y el que la testeo es un desastre. Vas a llenar la declaración jurada y te pide fecha de inicio del viaje le pones 5/2/21 luego te pide fecha de llegada y es el mismo día y te da error. 20 horas probando y se detiene la aplicación a cada rato.,0,1
5777,No sirve para nada lamentablemente pense que era otra cosa.,0,1
5778,Muy amigable sencilla,2,5
5779,"La info está buena pero se puede obtener de otro lado. Para control es muy molesta, se enoja si se desactiva Bluetooth y te persigue en cuarentena pidiendo un código de la mutualista que no me dieron, aún luego de los 14d que ya tenés el alta.",1,3
5780,No funcióna. Tienen todos mis datos y no puedo acceder al sistema,0,1
5781,Una farsa no funcióna.,0,1
5782,"Puse en la app de los síntomas el 31 de diciemuy buenare y nada, el 1ro llame y me dijeron que no habían recibido nada de la app. Me vinieron a hisopar el 2 y el 3 estaba mi resultado positivo, cuestión que la app me dice que tengo una infección respiratoria cuando soy positivo de covid. El presi se fue a playa y se olvidó de pagarle a los creadores de la app para que la actualicen",0,1
5783,"Todo menos útil, te da falaas advertencias.",0,1
5784,Buena es el servicio,2,4
5785,No me deja ingresar para agendarme,0,1
5786,"Que boludos que son eh, nos exhortan a cuidarnos del covid y crean una app con su nomuy buenare para infectar el cel",0,1
5787,creo es la mejor forma de estar alerta,2,5
5788,"Un desastre. Mi esposo se registró nunca le avisaron como había salido. A mi padre lleva 14 días sin saber test, seguimos sin saber. Te dicen que te van a mandar un código para que le hagan seguimiento, nunca lo tuvo",0,1
5789,"Me interesa estar constantemente informado, y poder seguir los lineamientos del MSP, para cuidarme yo y cuidar a otros.",2,5
5790,Mala en la actualización de datos,0,2
5791,Pregunto esta aplicación me gasta los datos o lo cubre el gobierno. Depende si activo o no.,1,3
5792,"Muy util, impresindible",2,5
5793,Me tienen indignado los que hicieron esta app...ante una situación de emergencia debería de publicar aunque sea domicilio de los positivos...cómo una persona sabe si el otro es positivo o no..puede haber personas positivas y no respetan cuarentena...y como sabe el vecino que lo controla más que el MSP.?,0,1
5794,"No sirve para nada,nadie tiene conectado el blutu, tendría que ser cuando activen los datos móviles o alguna otra manera.( A mi no me funciónó)",0,1
5795,Notable la app! Gran trabajo y Aporte!,2,5
5796,"La aplicación está muy bien hecha. Clara y comprensible. La única crítica es que funcióna con versiones 6.0 o superiores. Tengo un telefono del 2016 versión del soft 5.1 y no pueden activarse las alertas de cercanía de contagio, que es tal vez su mayor utilidad. Pienso que la mayoría de la población de riesgo es la +65 y estará en mi misma situación. ¿Porqué no hacer algo menos amuy buenaicioso, pero con mayor potencial de usuarios?",2,4
5797,Las dos veces que solicité asistencia en ningún caso se comunicaron. La app queda como bloqueada. La info diaria a veces no es exacta.,0,1
5798,Muy buena app ojalá todos puedan bajarla,2,5
5799,Excelente app. Es muy completa.,2,5
5800,"Me informaron que tuve un contacto, sin fecha del contacto y por lo menos estimo más de 12 días que tuve el contacto. Muy tarde, hay que corregir para que sea efectivo.",0,1
5801,Me informo de inmediato mi resultado del test. NEGATIVO GRACIAS.,2,5
5802,Muy bueno esto que nos proteje gracias,2,5
5803,"En el día de la fecha la app no da la información de los casos del día e información con el mapa como lo hacía antes. Además si voy a la página información, me bloquea el celular.",0,1
5804,"Miles de contagios, cero notificaciónes. Mmmm, un fiasco.... Pero seguro que el presupuesto es riquísimo. Acabo de desinstalarla.",0,1
5805,"No puedo ingresar, me pide que actualice mis datos, lo hago y me sigue pidiendo que los actualice! Que puedo hacer??? Gracias",2,5
5806,"Me informo todos los día,,. Muy buena",2,5
5807,"Se pueden consultar los resultdos de tests mios o de mis familiares? Porque se ve que hasta el telefonista anda haciendo tests... Los números que te dan para recibir los resultados no te atienden, y si usas celular te comen el saldo, porque no son gratis, como debería...",1,3
5808,Todo esta previsto y concatenado,2,5
5809,Muy buena para estos momentos que estamos viviendo.,2,5
5810,"esta es la app que me da el visto bueno para viajar, trabajar y hacer trámites (pero no es obligatoria) a camuy buenaio de someterme a unas vacunas experimentales para un virus mortal con una tasa de mortalidad de 15 personas cada 100.000 habitantes? súper peligrosa la pandemia..",0,1
5811,"Ingresé toda la información enseguida que supe que había estado cerca de un caso. Nunca le avisó a nadie de las personas que me crucé los días previos. Di positiva, mientras cursaba la cuarentena cada dos días me llegaba un mensaje pidiendo que actualice información, para lo que supuestamente me enviaban un SMS que por supuesto nunca llegó. Cuando me recuperé la desinstalé, a las horas me enviaron el famoso SMS. Un desastre.",0,1
5812,Hace una semana reporte contacto con un positivo y nunca recibi mas que mensajes automáticos para reportar mis sintomas. Reporté sintomas de la.enfermedad y seguí sin contacto médico. Ahora di positivo porque me movi por mis medios y la aplicación ni siquiera me deja actualizar mis datos para actualizar el resultado del hisopado. La verdad al pedo la app.,0,1
5813,Genial la técnica a favor de la salud,2,5
5814,No funcióna ... quise comunicar que estube con un positivo...nunca me llamaron y el sanatorio Mautone pésimo,0,1
5815,"No sirve. Luego de informar, ellos se comunican y no les importa comuy buenainar. Estilo decreto. Cuando querés ingresar a la app, te pide un código que nadie sabe cómo obtener. La desinstalé. Cuando algo no sirve, se descarta.",0,1
5816,"La aplicación es una garcha, dejo de funciónar hace 10 días, no actualiza los casos, no da referencias de nada y encima de error cada vez que se trata de actualizar los datos del día, una verdadera porquería.",0,1
5817,"Van tres veces que la descargo en el celular y la tengo que borrar , no permite ver la información diaria y solicita llenar un formulario como si fuera extranjera.Al principio funciónaba bien , tengo Ancel y no varia la situación al descargar por WiFi o por datos",0,1
5818,Espero que realmente sirva.,1,3
5819,Nada buena envía código y no es el correcto para acceder. Reinstale para ver si algo camuy buenaia.,0,2
5820,Voy con el cel hasta el lugar nas cerca y más lejos de mi casa por suerte no he tenido advertencias ..gracias pir existir,2,5
5821,"Muy completa la app, podés saber que departamentos del país están más complicados",2,5
5822,Tuve que desintalarla. Después de la última actualización no deja ver la información. Automáticamente aparece un cartel como que viniste del exterior y no deja avanzar ni retroceder.,0,2
5823,"La descargué en marzo y hasta noviemuy buenare funciónaba bien. La desinstalé, la instalé de nuevo y a los pocos días el mismo problema, la app no responde y queda inestable.",0,1
5824,En estos momentos no está funciónando.... Favor de resolver Gracias,0,1
5825,Quien se descarge esta app es oficialmente un idiota certificado que apoya esta farsa insostenible. tienen la verdadera información en sus narices pero la ignoran,0,1
5826,Hay algo que no me cierra de la APP. Para ver las notificaciónes de exposición se debe desconectar el bluetooth. No hay dentro de la aplicación información alguna de las notificaciónes de exposición. Es contradictorio..,1,3
5827,"El problema de esta app es que la opcción aletra a exposición a coronavirus es solo compatible con dispocitivos Android 6.0 o superior , hay dispositivos con versiones anteriores funciónales y no pueden hacer uso de esta app por eso. Hay que extender la compativilidad a mas versiones. Gracias",0,2
5828,Muy buena la verdad que es muy clara,2,5
5829,No la entendi. No sirve si tenés que administrar los datos de la familia. No deja ingresar varios datos ni siquiera los códigos que ellos mismos envían.,0,1
5830,Quiero ingresar un código para saber resultado de insopado,0,1
5831,Andaba peroecto y en los últimos días me queda cargando en segundo plano.Dice completando datos y nunca termina de cargar.La desinstalé y volví a instalarla y el problema sigue.Urge que soluciónen ese problema.Es una app importante.,0,2
5832,"Desastrosa. Me tuvieron más de 10 después del hisopado, nunca me pasaron el código. comcurri a la emergencia al final era cálculos a la vesícula.",0,1
5833,Intente instalarla en el celular de mi padre y como no tiene un IPhone 6S o superior no funcióna..... pésimo pésimo pésimo. Encima intente desde su teléfonoono solicitar soporte y no existe forma de contactarse.,0,1
5834,"Nunca pude ingresar para ver la información sobre exposición de coronavirus, porqué no reconoce la huella dactilar y no puedo camuy buenaiar a otra opción porqué la aplicación no lo permite. No me sirve de nada si no corrigen que se pueda ingresar a configuración y permita camuy buenaiar la forma de ingresar a la aplicación. La desinstalé.",0,2
5835,Me están mandando un código para poder ver mí resultado q me hicieron ayer presencial y no logro poder verlo Que debo hacer ?,2,5
5836,"Tendría que decir en qué barrios ahí casos y que tan cerca estás expuesto a ellos la alerta en el momento y no pasadas las horas , avisarte en la zona exacta",0,1
5837,Desinstale e instale la app porque no recibo el SMS de confirmación de la medica uruguaya para actualizar mis datos ya que estoy en cuarentena como se hace para coordinar gracias,0,2
5838,Che todo bonito presioso. Pero esto no tiene consumo de datos y recursos del teléfonoono. Xq nadi nos da Internet gratis. Desde que lo instale no a dejado de consumir Internet y batería.,0,2
5839,"Me parece excelente app para la comunicación de personas ,sacarse dudas y a su vez si tuvieron contacto .... para no saturar tanto las líneas telefónicas ... Hay mucha gente desconformes, pero hay que entender toda la situación de tod@s ,tanto de médicos y no médicos. No me gusta la gente que mete la política por medio... esto no es política es un virus ....es por seguridad de nosotros mismos, para prevenir el contagio. Felicidades !!!!!!!!!!! a los que inventaron y se adhirieron a esta app",2,5
5840,"Espantosa aplicación. Voy a darles consejos para que la aplicación sea realmente efectiva debido a que nadie en su sano juicio tiene el Bluetooth encendido constantemente. En lugar de detectar a otra persona infectada en la cercanía, deberían registrar el recorrido y los lugares visitados de todos los usuarios de la app durante 2 semanas (tiempo en que se muestran los síntomas). En caso de ser positivo, ese recorrido se marca y se advierte a los usuarios para que se cuiden mejor según protocolo",0,1
5841,Quedé trancado en q me tienen q en enviar un código por sms y nunca llegó podría estar muerto q nadie se entera,0,1
5842,"Muy buena aplicación, me sorprendio lo rapido que la diseñaron, les recomendaría que en la apps pudieran poner mas casos, por ejemplo cuantos miemuy buenaros hay en la familia y como se encuentra cada miemuy buenaro, ya que hay gente, como adultos mayores que no poseen telefonos, o niños. Tamuy buenaién un mapa naciónal con las zonas. Tal vez para los casos con mas riesgos (gente asmatica, ancianos y demas ) un boton de emergencia via direccióncta a emergencia.",2,5
5843,Desde ayer domingo 20 tenía 1 mensaje de la aplicación. Nunca lo pude mirar porque Comepa prestador de salud no sabe que tiene que hacer para agregar mi teléfonoono. FAVOR VER QUE ESTO SE UTILICE,2,5
5844,"La considero, una aplicación mentirosa y lo digo desde el punto de vista muy certero ya que lo viví con una persona muy cercana. Demoraron 7 días para realizarle el test y otros 9 días para darle el resultado. Por lógica cual fue negativo, hay que tener plata y estatus para que te lo hagan enseguida, o un auto como lo dieron después de 7 días para que te lleve al latus, la verdad de locos lamentable.",0,1
5845,"La he instalado, aparece el acceso direccióncto, entro en la aplicación, elijo la opción información general, y al igual que las otras opciónes, en la siguiente pantalla, me pone no hay conexión a internet, siendo que uso el navegador al igual que Whatsappp y no tengo inconveniente. Instalado en un Samsung A 30 en su última versión del S.O. Vean de corregirlo, sino tanto esfuerzo es inútil.",0,2
5846,"La aplicación no está funciónando, esta arrancada en las políticas desde el exterior",0,2
5847,"Es excelente...no entiendo a los que se quejan aquí,la app se activa al segundo de ser instalada. Solo debes regístrate si tienes problemas de salud, o sea, si estás siendo monitoreado x covid. No es un caza Pokémon de covid positivos. No podés identificar físicamente a la persona que probablemente está enferma y tuviste cerca, simplemente te avisa de un posible contacto!!! A mí me pasa un mensaje una vez x semana diciendome que no tengo ningún contacto de riesgo....es una tranquilidad....",2,5
5848,No sirve esta app porque tengo unos cuantos positivos en los alrededores y no te avisa nada quedas regalado,0,1
5849,"Está bien, pero el Bluetooth y GPS debería de activarse solo. Es difícil estar pendiente de tener estás funciónes siempre encendidas",2,4
5850,"Muy buena. Los indicadores gráficos están bien, pero podrían incluir información de los casos positivos acumulados por departemento en un mapa del territorio naciónal? Hay algunos ejemplos en la páginas uruguayas pero no se actualizan hace días, este tipo de mapa ayuda a entender más rapido la situación país a nivel contagios. Gracias.",2,4
5851,"No permite registrarse, lo más importante y que estoy seguro, que aparte, creo no ser el único, que eseprava una ubicación geográfica de cada zona donde se encuentran los afectados por el corvi19, a los efectos de tener en conocimiento a la población para evitar frecuentar la zona y en caso de tomar más precaución de lo que ya uno le da a la misma tomando medidas drásticas, haciendo tamuy buenaién más facil el uso de la ap para todas aquellas personas tanto mayores como joven que no manejan a diario",0,2
5852,Acosadora resultó la App. La intención buena pero tras actualizaciónes se vuelve una app tóxica pidiendo datos datos datos y nadie del otro lado responda o solucióne algo que quedó obsoleto.,0,1
5853,"Me pareció super útil y tamuy buenaién ley endo lo que a mucha gente no le funcióna o dice no tenerlo como por ejemplo opciónes de prestadores de salud es porque no se ocuparon de ingresar todos los datos personales, yo lo probé y aparece todos los prestadores de salud. Muchas veces calificamos mal realizando un daño siendo ignorantes y desinformados del funciónamiento de una aplicación que basta con solo darse idea de que si no se ingresan los datos obligatorios la misma no funcióna y es algo lógico.",2,5
5854,Muy buena herramienta,2,5
5855,"Para lo único que podes usar es para saber información del covid si no miras la tv, porque la altera no te la envia si el Bluetooth no esta prendido..",0,1
5856,Me parecemuy bien la aplicación delcovid,2,5
5857,"La aplicación no me da la posibilidad de indicar que ya pasé por los síntomas, dado que los comencé a sentir el 13/3/2020, fecha desde la cual ingresé en período de auto aislamiento en mi domicilio. Realizo este comentario con el interés de contribuir a mejorarla. Seguiré aislado. Graciassssss a quienes desarrollaron y a todo el equipo de salud",2,4
5858,Nunca me funciónó,0,1
5859,excelente como trabaja uruguay en el tema!!!,2,5
5860,"Perfecta iniciativa, con una proxima actualización con geolocalización de infectados mejorarian muchisimo, además ayudaria a que los medicos puedan saber que zonas están tomadas. Sumandole que pueden actualizar y hacer una pestaña de cabtidad de infectados y agregarle información actualizada a diario para no desinformar a la población. Muchas gracias por la molestia que se tomaron creando la aplicación.",2,5
5861,Tengo la app trancada pidiéndome actualización de datos del prestador de salud. Hago la solicitud al ingreso del sistema y sigue igual. No puedo hacer nada en la app,0,1
5862,"Muy Buena app.. Solo me pienso que seria mejor si el registro fuese ""obligatorio"" para todos.Posible infectado o por prevención. Seria mejor el monitoreo de todos, Si todos ponemos un poco de cada uno esto funciónaria mejor. Hay varias cosas a mejorar pero buena app al fin. ¡Mejoren Eso! Por el bien de todos!",2,4
5863,Un familiar ingreso sus síntomas sospechosos y jamás obtuvo respuesta! Entonces para que piden que uno se descargue la app? La verdad la desinstalo!,0,1
5864,"Notificar de un problema a desarrolladores, al entrar a la pestaña ""Mi ESTADO"" y al intentar ingresar a ""REGISTRARME PARA CONTROL"" es que se genera un bucle y no permite generar dicho formulario. Dispositivo: NOKIA 6.1 Sistema: Android 10 Versión del Kernel: 4.4.192-pero+ #2 Tue Feb 11 00:45:45 CST 2020",2,4
5865,"Ni me carga me sale un mensaje de error tanto en inicio, la otra opción (ahora no recuerdo ) y estado. Por los comentarios es útil pero desde que la descargue no la puedo aprovechar. No la voy a desinstalar porque lo van a arreglar de poco. Si mejoran le aumento en estrellas. Al coronavirus lo ganamos TODOS UNIDOS",0,2
5866,"No entiendo porqué me dice que estoy en seguimiento clínico cada día, y que ponga mis síntomas, cuando no estoy con ningún síntoma ni reporté estarlo. Además sigue diciendo que la española no validó mi celular. Si lo arreglan pongo 5 estrellas",0,2
5867,"Debería poderse camuy buenaiar de usuario o registrar más de un usuario. En mi caso ingresé datos por algunos síntomas de mi hijo, pero ahora en caso de necesitar agregar mis datos o de alguno de mis otros hijos ya no podré hacerlo desde mi celular. Ese es un aspecto que deberían mejorar cuánto antes",2,4
5868,"Vamos arriba gente ,se agradece mucho lo que están haciendo 👍🏻 Nunca tuve problemas , funcióna peroectamente siempre y cuando esté actualizada la app (para la gente que no le funcióna o da algún error ,primero debe tener la última actualización y si sigue dando errores reinicie su teléfonoono)",2,5
5869,"Pensé que era una aplicación donde estarían las personas con síntomas para tratar de no estar cerca...nadie escapa igual de esta enfermedad,la estoy descargando ya van como 50 vese que la descargo y no me anda la APLICACIÓN",1,3
5870,La verdad no salgo del asomuy buenaro . A quien se le ocurre una aplicación que para que funcióne todo el tiempo tenes que tener prendido ubicación y bluthoot . Si el que está al lado no lo prende no sirve de nada. O sea solo funcióna si cada persona con la que estés en contacto tenga el programa y este todo el día con bluthoot y ubicación encendido??????? Condorito diría.......exijo una explicación.,0,1
5871,"Una porquería, imposible tener bluetooth activado todo el tiempo, si lo activas en 2 horas no tenés más batería.",0,1
5872,"Yo active las alertas para que me indique si hay algún expuesto para tener precaución. Ahora... Una consulta, dentro de todo lo que es la app tiene la vista de un mapa (tipo GPS) para ver casos cercanos o salta la alerta de cercanía o como se puede ver eso? O direcciónctamente no está eso en la app??",2,5
5873,"interesante. muy buena idea. util. creo necesario que se actualicen las noticias y se ponga en ellas los anuncios de presidencia al dia. como sugerencia se podria agregar que pusieramos si estamos o no ""en casa"" para que se pueda medir cuanta gente sigue circulando por ejemplo por tener que ir a trabajar.",2,5
5874,"Muy mala aplicación, la info viene 4 días atrasada. En un momento que tenemos que estar informados al instante, para tomar medidas lo antes posible, no podemos dar noticias viejas. Una lástima, porque es una muy buena herramienta si se la gestiona bien. Suerte y sigan trabajando hasta lograrlo.",0,1
5875,Tengo la app y recién me entero que mi cel no está actualizado para recibir información si estuve expuesta o cerca de alguna persona con covid ! D q me sirve tenerla ?,0,1
5876,Tocó usarla en dos momentos. Al regreso de Europa en marzo y no tuve ningún retorno del registro hecho. En estos días cuando mi hija dió positivo; varios de la familia tenemos la app y registramos el contacto; ningún aviso por la app del contacto positivo y nuevamente ningún retorno por los registros hechos en la app.,0,1
5877,"Todo bien, estaría bueno que informaran cuáles son los posibles síntomas así uno puede ver si tiene o no sintomas. Lo digo porque por más que uno esté informado hay personas que no",2,5
5878,"Muy bueno, para ayudarnos... Lamentablemente estamos expuestos todo el tiempo. Gracias",2,5
5879,Para ser una primera versión sacada en tan poco tiempo cumple con el objetivo de registrar los casos en progreso y dar información sobre el virus. Se entiende que irá mejorando en las próximas versiones. Adelante que es muy necesario en este momento tener información confiable!!,2,5
5880,Ninguna pero útil.gracias grupo.cientifico y,2,4
5881,Excelente herramienta de información y actualización de casos dado de diferentes formas y con gráficas claras. Le daría 5 estrellas si funciónase como el como Googlemap mostrando casos ciudad x ciudad. (Quizá haya razones legales para no hacerlo).,2,4
5882,Un gran éxito para los uruguayos,2,5
5883,"Estar bien informada sobre el virus y poder colaborar en lo que esté a mi alcance,lo principal difundir,no dejar la distancia social a 2 metros ,usar barbijo o tapaboca siempre,desinfectarse con agua y jabón y usar alcohol para nuestras manos asiduamente, Seguiré aprendiendo cada día,",2,5
5884,"No funciónan las alertas de exposición en mi Huawei P40 lite, no entiendo cómo algo relaciónado a la salud depende de los servicios de Google para funciónar. La salud no debería ser un negoci.",0,1
5885,Muy buena app,2,5
5886,La verdad que la actualicé u ya ni abre la aplicación. Tampoco nunca pude validar los datos. Ya ni me molesto más en llamar medico y en tratar de que alguien me vea. Con esto suerte en pila y ojo hace dias que me duele el pecho y tengo cardiopatía. Y nadie da corte.,0,1
5887,Tengo android 5.1 porque es un Tel medio viejo y no me deja alertar las exposiciónes ... la verdad debería ser mas abarcativo,0,2
5888,"instale varias veces la aplicación. La abro y me da un mensaje de que no hay conexión a internet, sin emuy buenaargo hay wifi, datos, lo que quiera, todas las aplicaciónes en el cel funciónan menos esta que dice que no hay internet. Espero den una solución, sino parece puro humo...",0,1
5889,La aplicación está bien concebida pero cuando notifica de una exposición no queda en ningún lugar interno de la aplicación que muestre el mensaje notificado. Si la notificación del sistema se cierra por x razón se pierde el detalle de la info. Hay alguna forma de obtener nuevamente la información?,1,3
5890,"Aplaudo esta iniciativa para no saturar las líneas telefónicas y los servicios de salud. Y en tiempo record.! Para los que comentan negativamente, esta app la van a seguir actualizando...tranqui gente!",2,5
5891,"No entiendo porque no puedo habilitar la alerta ... Deberia ser compatible para todas las versiones de android ... Pero me dice que tengo que actualizarla a la version 6.0 y no me aparece para descargarla , deberían arreglar eso ....... Gracias por leer",2,4
5892,La desinstale.. por qué anduve en mucho lugares y jamás me alerto de nada .no me dio confianza,0,2
5893,Por favor agregar datos de acumulado de test realizados y casos en que el paciente se recuperó. Tamuy buenaién sería interesante presentar la curva de casos y el índice de contagio Genial toda la información agregada!!. No encuentro la forma de agradecer suficientemente!!!,2,5
5894,"Gracias a todos los que están trabajando para que Uruguay salga adelante de esto. Una herramienta mas para cuidarnos. Todo suma. Sin emuy buenaargo en mi caso no funcióna la app me dice que no tengo conexión de internet. Yo no tengo wifi, tengo datos móviles a través del celular y siempre tengo conexión sin problema. O sea funcióna solo con wifi, espero puedan soluciónarlo para que todos tengamos la misma posibilidad.",2,5
5895,"Realmente, quisiera que funciónara mucho mejor. Antes de instalarla no solía tener el bluetooth prendido y la batería me duraba mucho, hasta 3 días. Este programa CONSUME DEMASIADA BATERÍA. No llego al día de uso. Pensando seriamente en desinstalar.",1,3
5896,"Es muy bueno, deberían poner una parte para denunciar casos x ej en mi trabajo dieron positivo como 4 personas , a una parte del personal le hicieron el test pero no los mandaron a cuarentena siguen trabaja do hasta que se compruebe que tienen el virus, UN HORROR.",2,4
5897,"Gracias !!! Noté positivo que la gente del ámuy buenaito de la salud, en contacto direccióncto o indireccióncto quizás, tendrían que tener una clasificación aparte que los integre.",0,2
5898,No me permite instalar la alerta de exposición. Entiendo es el objetivo más importante. Lamentable,0,1
5899,"Debería agregar georreferenciación. Sin poner exactamente el lugar para preservar confidencia , si debería estar el punto en el mapa aproximado al caso. Desde el punto de vista epidemiológico es muy útil para ver como se mueve el virus",2,5
5900,"Muy buena la iniciativa. De igual forma creo que sería útil , sin afectar la privacidad de quien ya este infectado, que se informará por lo menos las localidades o barrios donde están ubicados para poder tomar más precauciónes.",2,5
5901,"¡¡Excelente!! después de ingresar todos mis datos y ver el funciónamiento del sistema no entiendo como tiene criticas que no son favorables... creo que no entendieron cuál es el fin de la app, felicitaciónes a todos los involucrados... Gracias.",2,5
5902,"Lo que probé me parece que está muy bien, considerando el tiempo de programación. Claro está que hay que ver si realmente funcióna que es imposible saberlo sin estar con síntomas o en contacto con alguien enfermo... pero en términos generales muy bien",2,5
5903,"La verdad me parece bárbara la app, pero más bárbara sería si funciónara al segundo de instalarla!!!!!!!!!!! Se pueden verificar los datos sin tener q enviar e.mail y esperar supongo q sea día hábil para q me manden el enlace q falta!!!!!!!!! eso sí q es un atraso!!!!!!!!!!!! Si recomiendan el uso de la app, verifiquen uds q se active enseguida y no esperar!!!!!!!!! más allá de q el uruguayo no sepa esperar, de q me sirve salir si la app no cumple su objetivo????? Un verdadero atraso!!!!",0,1
5904,"Es muy interesante, por lo cual los calificó con 4 estrellas, es que dos días tuve el mapa con todas las zonas afectadas y cantidad de casos. Después no estuvo disponible. Teniendo esa data, 5 estrellas seguras.",2,4
5905,Hace una semana que trato de ingresar datos y no puedo,0,1
5906,"Gracias a quienes trabajaron para que esté disponible!! Es una app para usar con responsabilidad, puntualmente aquellas personas que sospechen que pueden tener el virus. Más adelante tamuy buenaién para dar seguimiento a quienes sí lo tienen. EXCELENTE",2,5
5907,"Se destaca la política de privacidad que tiene esta aplicación. El único detalle, es que aumenta significativamente el uso de datos móviles y de la batería del equipo, a conciencia de usar el localizador y el bluetooth. Pero en general es una buena herramienta para comuy buenaatir la pandemia.",2,4
5908,"En Android 8.0 oreo, no funcióna. Indica que no hay conexión a internet, tanto por WiFi como por Datos Móviles. Aclaro que no es un problema de conexión",0,1
5909,"La app no molesta para nada, aún con Bluetooth y gps activados. Lástima que algunos uruguayos no quieren instalarla, los mismos que brindan todos sus datos a apps desconocidas para boludeces no instalan ésta que es les daría un aviso importante para su salud porque ""cuidan su privacidad""",2,5
5910,"Buenas, cómo andan? Cuándo quiero activar las alertas de exposición, me sale que tengo que actualizar los servicios de google, cuándo presionó, me lleva a la play store, pero a los servicios de google y me dice únicamente ""desactivar"" por lo cual no puedo utilizar la App de forma correcta.",1,3
5911,Muy buena la aplicación,2,5
5912,Exelente aplicación muy útil para la población. P.D: para las personas que ponen comentarios políticos quiero decirles que este gobierno es ejemplo en cuanto al encare de esta problemática. Nunca vana a camuy buenaiar la cabecita. Todo lo politizan.,2,5
5913,"Es malisima, hace 3 meses la instale y pedí que mi prestador se comunicará conmigo por síntomas similares al coronavirus y hasta el día de hoy estoy esperando, obviamente los contacté yo, además ahora me dice que mi prestador no actualizo mis datos en el sistema y no me deja hacer nada en la aplicación solo me sale ese cartel. Malisima",0,1
5914,"He descargado la app, y ella no abre, me dice que no tiene conección a Internet, la desinstale einstale muchas veces.. tengo buena conección a Internet, manejo mucha app, chat, y streamin.. nafa me da problemas.. como solucióno esto?",0,2
5915,En ciudades de Frontera a veces utilizamos conexión wifi con IP por ejemplo en mi caso de Brasil. Y es necesario que la app tamuy buenaién funcióne normal ya que a veces no deja al estar conectado con una conexión que no sea Uruguaya.,2,5
5916,Gracias!! Así podemos cuidarte y cuidarnos todos,0,1
5917,"Cómo desarrollador de software no puedo creer que se necesitó 150 personas para hacer un formulario y 8 botones, muchas de las pantallas vuelven al inicio cuando se intenta realizar alguna acción, no hay validaciónes y hasta el spinner funcióna mal. El registro para test no funcióna. Si esto es un MVP es el peor que se pudo lograr. Doy gracias que esto fue de forma honoraria, pero habla pésimo de la cálidad de los desarrolladores o del grupo que encaró el proyecto. Hay fecha de actualización?",0,1
5918,"Hace aproximadamente una semana, apareció en mi celular el mensaje de haber estado ante una potencial exposición el día 3 de julio a las 7:54... Por el día y la hora, sé que estaba en uno de los centros educativos dónde trabajo... Pero para cuando me llegó la alerta, ya habían pasado más de veinte días...",1,3
5919,Instale la aplicación y hay una parte que la Lee en inglés supuestamente tiene que ser accesible para todo el mundo pero no piensan en las personas ciegas con Android tendrían que actualizar la aplicación y hacerla más accesible por eso le doy una estrella,0,1
5920,"Se aprecia que se está haciendo un gran esfuerzo para atender esta situación, y es fundamental poner al servicio de la salud de las personas todos los recursos disponibles, incluy endo la tecnología, como se está haciendo a través de esta app. La geolocalización de los infectados podría dar lugar a una especie de caza de brujas sanitaria, con posibles consecuencias lamentables. Me parece correcto que hayan dejado de lado esa posibilidad que se contempló en un principio. Felicitaciónes y gracias.",2,5
5921,"Como profesional de la salud, es una app básica, no en tiempo real, atrasada en datos. No hay un espacio para personal de la salud. Le faltan herramientas, aunque ,la app, deba de ser puntual .",0,1
5922,"Desastroza aplicación, cada dos meses aprox. obligan a actualizarla o no se puede entrar. Y la actualización no mejora nada, por lo tanto la desinstalo. Los datos que dan aquí, en cualquier lugar en internet se los consigue. Y no hagan tanta propaganda con el Coronavirus que esto se cura con CDS háganle caso al biofísico alemán ANDREAS KALCKER, él ya ha curado cientos de personas con esa sustancia. Dejen de prohibirla, solo buscan hacer negocios con las vacunas. Quiten esta aplicación,no sirve.",0,1
5923,Un desastre nunca me sono alarma ninguna Tiene que registrarse la persona infectada para que funcióne? Dependes de la gente para que funcióne la aplicación? Lamentable... No va a funciónar nunca con esa lógica. Te gasta la batería el Bluetooth te expones para nada... podes estar expuesto todo el tiempo pero si el que tiene no avisa... fuiste,0,1
5924,Me da error en las notificaciónes y la instale porque me aparecio notificación en la playstore y por suerte es la app que anda mal arreglen porfa y especifiquen las zonas donde ocurrieron casos los barrios etc como vamos a ser precavidos si no !???,0,2
5925,"Nunca me mandaron codigo ninguno de mi prestador de salud, meses q la instale y todavia,estoy esperando. Conclusion........",0,1
